"Hashtags","Posts","Search Volume (Average)","Search Volume (Jun 2022)","Search Volume (Jul 2022)","Search Volume (Aug 2022)","Search Volume (Sep 2022)","Search Volume (Oct 2022)","Search Volume (Nov 2022)","Search Volume (Dec 2022)","Search Volume (Jan 2023)","Search Volume (Feb 2023)","Search Volume (Mar 2023)","Search Volume (Apr 2023)","Search Volume (May 2023)","Trend","Average CPC (USD)","Competition"
"#learnyoruba","10328","10","10","10","10","30","10","30","10","40","10","10","10","10","0","0","14"
"#learnlearnlearn","10221","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnfrenchinfrance","10071","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnjava","10042","330","410","330","330","330","330","330","410","410","270","410","270","410","0","1.39","40"
"#learnfloristry","9938","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnportuguesedaily","9881","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#blearning","9811","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.81","5"
"#learnhungarian","9784","30","10","50","30","10","30","10","10","30","10","10","40","50","400","2.02","36"
"#learnfarsi","9758","140","120","140","140","140","140","140","180","180","180","180","140","180","50","1.34","36"
"#learnforfree","9728","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnhtml","9594","270","220","270","330","330","270","270","270","270","270","220","270","410","86","1.79","26"
"#learncakedecorating","9550","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnhair","9456","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnwithsony","9385","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnpunjabi","9355","120","90","90","140","140","120","120","90","120","90","90","90","120","33","3.31","11"
"#learnsalsa","9315","30","30","10","40","10","10","10","10","10","30","30","10","40","33","2.14","32"
"#learnjapanesewords","9213","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnyourbody","9181","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnoutdoors","9175","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnartonline","9173","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnyourworth","9116","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnnumbers","9029","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnenglishsentences","9025","60","60","60","60","60","50","60","60","90","60","90","60","90","50","3.05","15"
"#learnbellydance","8935","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learn2drawsomething","8899","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnlife💯","8886","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#elearnıng","8883","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnaboutislam","8798","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnenglishdaily","8745","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnfrenchwithme","8731","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnwithsugar","8708","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learngreen","8650","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnspokenenglish","8599","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnfrencheasily","8583","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnalanguageonline","8558","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnkoreanwithkpop","8553","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnukulele","8552","90","90","60","60","60","60","120","90","120","60","90","120","120","33","2.86","27"
"#clearnose","8547","40","40","30","40","40","40","30","40","50","40","10","30","30","-25","0.06","100"
"#learnkorea","8450","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnbhangra","8442","30","40","30","40","30","30","30","30","40","40","10","10","10","-75","0","0"
"#learndifferently","8316","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnhowtopaint","8191","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnenglishwithlucy","8166","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnmassage","8158","60","50","90","60","50","60","90","50","60","50","50","40","60","20","1.16","39"
"#learnenglishconversation","8083","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learn2live","8082","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learncss","8076","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learneasy","8016","50","50","30","30","50","120","90","50","50","50","60","30","40","-20","0","0"
"#learnfrenchdaily","7995","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learntattoo","7985","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnkoreanvocab","7941","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnvfx","7884","40","30","10","10","40","60","60","60","50","10","30","30","50","67","2.84","41"
"#learnyourlesson","7878","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learngermaneveryday","7867","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learn2fly","7767","90","90","40","50","90","90","50","30","90","90","90","60","220","144","0","0"
"#learnyourcraft","7752","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnpianoonline","7709","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnhowtosurf","7706","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnarmenian","7696","30","10","10","10","40","10","30","10","30","30","30","30","40","300","0.33","20"
"#learnnailart","7671","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learndigital","7647","10","10","10","10","10","10","10","30","30","10","10","10","10","0","0","19"
"#learntoprocreate","7631","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learndifferent","7621","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnunlearnrelearn","7604","30","30","30","30","30","30","40","10","50","30","10","30","30","0","0","0"
"#learnenglishtoday","7594","10","30","10","10","10","10","10","10","10","30","30","10","10","-67","2.73","29"
"#learnwatercolour","7550","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnsquared","7481","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnwebdevelopment","7471","90","50","60","120","60","50","90","60","120","220","120","120","60","20","1.99","50"
"#learnlessons","7465","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnwhileyouplay","7451","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnlaw","7433","30","30","30","30","10","30","10","10","30","10","60","10","30","0","0","6"
"#learnhomeopathy","7420","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnphotographyonline","7373","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#clearnegativeenergy","7348","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnselfdefense","7330","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnsurf","7325","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learndigitalskills","7311","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnfromus","7290","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnparkour","7284","40","60","30","40","50","30","40","30","50","50","50","40","30","-50","0","4"
"#learnbrazilianportuguese","7276","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learntagalog","7266","270","270","270","270","270","270","270","270","330","270","330","270","410","52","1.49","20"
"#learnhowtolearn","7258","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learndriving","7255","410","330","330","410","330","330","270","330","410","410","410","330","410","24","0.32","10"
"#learnswahili","7243","120","90","120","90","90","90","90","120","220","140","120","120","90","0","0","22"
"#learnswimming","7238","760","1100","1100","1100","760","760","500","500","620","410","620","760","1100","0","0.9","22"
"#learnenglishline","7218","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnenglishwithmovies","7192","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#ilearnfrench","7160","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnex","7158","90","90","90","90","60","120","90","140","120","60","140","120","60","-33","0","0"
"#plearnary","7151","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnonreels","7141","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnbahasa","7046","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnnutrition","7031","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#ilearnfromthebest","7011","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnwoodworking","7011","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnmandarinchinese","6998","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnbyplaying","6953","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#plearnarymall","6927","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnsinging","6904","270","220","270","220","220","220","270","270","270","220","270","270","270","23","2.27","32"
"#learnboxing","6833","90","60","60","90","90","60","60","60","90","60","90","90","90","50","0","27"
"#learnbarbering","6801","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnlatin","6781","60","60","50","60","60","60","60","60","60","50","50","60","60","0","0","9"
"#learnchinesefree","6759","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnfilm","6714","120","90","90","90","140","90","120","120","60","60","180","120","120","33","0","57"
"#learnenglisheasy","6650","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnayurveda","6630","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnanatomy","6605","10","30","30","10","10","10","10","40","10","30","30","10","10","-67","0","5"
"#learneverything","6604","30","10","10","30","10","10","10","10","10","10","10","30","60","500","0","3"
"#learnlighting","6598","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#ulearn","6578","410","330","220","180","270","330","620","620","410","330","500","620","500","52","1.04","2"
"#learngraphology","6567","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnbyfun","6535","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnukrainian","6527","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnonthego","6513","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnatballymaloe","6429","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnmedicine","6366","30","10","30","10","30","10","30","10","10","10","30","10","40","300","0.15","21"
"#learnwelsh","6329","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnfrenchforbeginners","6321","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnhowtosew","6320","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnbymaps","6237","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnup","6218","10","10","10","10","10","10","10","10","10","10","30","10","10","0","0","0"
"#learnserbian","6129","40","50","30","30","30","10","30","50","30","40","50","40","40","-20","1.72","38"
"#learnhandlettering","6115","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnhairstyles","6099","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnchemistry","6082","30","30","30","40","30","40","40","30","30","30","30","30","30","0","2.17","16"
"#learnability","6067","50","30","30","30","50","60","30","30","120","50","40","30","120","300","0","0"
"#learnbass","6024","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnqurantajweed","6020","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnartacademy","6010","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnprocreate","6008","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnmusictheory","5988","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnkoreantogether","5970","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnbachata","5960","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnsewing","5941","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnbeauty","5897","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnfashiondesigning","5888","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnmakeuponline","5875","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnenglishinmalta","5846","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#ilearnedthehardway","5814","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnspanishwithme","5796","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnoflix","5775","30","40","40","60","10","10","10","30","10","10","10","10","10","-75","0","0"
"#ilearnace","5731","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnyoung","5726","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnspeaking","5708","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnyourhiphophistory","5693","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnwithep","5685","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnonlinemarketing","5657","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnfrenchwords","5652","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnjazz","5645","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#ilearning","5621","8500","5600","1100","3100","15500","12700","12700","6900","4600","12700","10400","10400","10400","86","2.79","0"
"#learnlovelive","5616","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learn2createthatlight","5605","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnnumerology","5602","30","10","10","10","30","10","10","30","30","30","30","50","40","300","0.69","39"
"#learnromanian","5602","40","40","40","40","10","30","30","30","40","30","30","50","40","0","0.83","40"
"#learnportugueseinbrazil","5581","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnenglishthroughhindi","5571","50","50","60","60","40","30","40","50","50","50","60","40","30","-40","0","24"
"#learnenglish_k","5526","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnhowtomakemoneyonline","5525","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnhowtoswim","5511","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnfrommanishmalhotra","5481","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learncatalan","5476","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#elearnings","5464","60","90","30","50","60","90","90","60","50","90","90","90","40","-56","0","4"
"#learnspanishforfree","5461","60","50","60","90","50","40","60","120","90","50","50","50","90","80","0.59","41"
"#ilearnedmylesson","5455","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnfromthemaster","5449","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnnewskill","5431","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnmartialarts","5430","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnpsychology","5418","40","40","50","10","30","40","30","40","40","10","50","10","50","25","1.62","57"
"#learnhowtobake","5409","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnenglishprofessionally","5398","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnhypnosis","5376","90","60","60","90","90","90","90","90","90","120","60","60","50","-17","2.06","41"
"#learnwithbebomia","5336","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnballet","5312","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnwithef","5300","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnwithtiktok","5293","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnyourfacts","5219","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnaboutsharks","5203","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnenglishkids","5183","10","40","10","10","10","10","30","10","10","10","10","10","10","-75","0","3"
"#ilearnenglish","5178","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","14"
"#learnmalayalam","5177","620","500","620","620","500","500","500","500","620","620","620","500","760","52","0.54","13"
"#learnpoker","5144","40","40","40","30","10","30","30","40","40","30","30","50","40","0","0","1"
"#learnjapanesevocab","5140","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnbahasaindonesia","5100","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnyogaonline","5100","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#clearnailsalon","5088","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learncanva","5036","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnhiragana","5017","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learntodrawin1year","4995","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learn2surf","4949","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnforeignlanguage","4926","30","30","10","10","30","30","50","10","50","50","30","10","30","0","0","14"
"#learn2trade","4918","90","90","90","120","90","120","120","90","90","90","60","60","60","-33","0","7"
"#learnspanishfromhome","4913","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnsketching","4869","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnbasicenglish","4846","330","330","330","330","330","330","330","270","330","270","410","330","330","0","1.37","23"
"#learnenglishwithmonica","4832","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnpolishdaily","4816","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnjs","4806","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.92","37"
"#learnvray","4799","40","60","50","40","40","50","40","10","10","10","40","30","40","-33","1.93","29"
"#elearning2020","4743","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnhumandesign","4741","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learngermanfast","4730","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnuary","4719","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learndutchwords","4677","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learndancing","4676","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnandcreate","4667","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnspanishinspain","4652","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnyourland","4650","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnfrenchoninstagram","4648","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#elearningprogram","4617","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnenglishisfun","4588","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learncinematography","4585","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","52"
"#learnyou","4582","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnvocab","4570","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#ilearngerman","4569","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnphonics","4540","120","90","90","90","90","140","140","90","180","120","120","90","120","33","0.61","40"
"#learnkannada","4506","90","60","60","90","60","120","120","90","90","90","120","90","90","50","0.05","6"
"#learnwithoutlimits","4506","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnbartending","4501","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learngeorgian","4468","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnwitchcraft","4464","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnwithbonniechristine","4457","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnrussian4free","4445","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnwriting","4427","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnbrushcalligraphy","4408","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learndash","4407","140","180","120","120","140","180","180","140","220","120","140","140","140","-22","3.41","10"
"#learnegyptianarabic","4395","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learn3d","4374","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","7"
"#learnvideo","4363","920","620","920","760","1100","920","920","920","920","760","760","760","760","23","0.29","1"
"#learnoninsta","4359","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnenglishthroughmovies","4350","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnhairstyling","4342","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnnihongo","4329","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learngrowconnect","4299","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnwebdesign","4286","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learndutchonline","4281","10","10","10","10","10","10","30","30","10","10","10","10","10","0","3.61","54"
"#learnlove","4267","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnbritishenglish","4260","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnwithparasaneja","4253","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learn2ride","4195","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learngreekonline","4192","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learn2drive","4171","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnlive","4164","60","60","40","90","50","90","120","90","60","60","40","40","40","-33","1.25","14"
"#learnmehndi","4163","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnlovelead","4122","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnwordpress","4088","120","180","120","140","120","120","140","120","140","140","140","120","90","-50","2.27","46"
"#learndutchlanguage","4037","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnkanjionline","4032","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learn2drift","4005","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learngraphics","4002","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#clearnacefinds","3970","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnphysics","3967","50","30","40","40","50","90","60","40","40","50","50","30","40","33","0","6"
"#learnyourway","3966","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#elearningtotal","3962","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learneverydaysomethingnew","3944","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#elearningapp","3944","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","10"
"#learnkarate","3936","220","220","220","180","220","220","220","330","270","180","220","180","220","0","1.52","17"
"#learnnearn","3917","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnhowtocode","3894","10","30","30","40","10","10","10","10","10","10","10","10","10","-67","0","0"
"#learnlead","3889","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnprogrammingnow","3882","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnai","3880","180","90","40","50","90","120","90","60","140","500","330","330","220","144","1.15","43"
"#learnhowtoinvest","3874","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnchinesevocabulary","3863","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#clearnights","3859","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnkathak","3837","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnpublicspeaking","3823","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnmusicproduction","3812","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnfacts","3809","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnnorsk","3805","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnfilipino","3770","60","60","90","60","60","90","90","50","60","50","60","50","60","0","0.78","25"
"#learnfrenchlanguageonline","3745","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnchinesewords","3739","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnmoderncalligraphy","3728","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learncybersecurity","3719","140","90","90","120","140","180","120","140","220","180","180","220","140","56","7.63","54"
"#learnyourlessons","3699","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#plearnsilp","3696","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnmandala","3695","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnrobotics","3689","50","60","40","30","40","30","50","40","60","60","60","90","60","0","4.14","92"
"#learnnewwordseveryday","3684","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnneo","3680","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#vlearning","3678","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learncopywriting","3650","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnlanguagestogether","3629","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnflamenco","3622","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnrealfrench","3619","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnuiux","3618","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learngaelic","3601","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","0"
"#learnhowtosing","3593","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnkurdish","3580","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnmakeuptricks","3573","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnkatakana","3544","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0.01","0"
"#learnkoreanonline","3515","10","30","30","30","10","10","10","10","10","30","10","10","30","0","1.67","25"
